MSN,YYYYMM,Value,Column_Order,Description,Unit
CCIMBUS,201006,.005186,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201007,.002659,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201008,.003103,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201009,.002428,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201010,.001315,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201011,.000422,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201012,.000015,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201013,.030107,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201101,.001452,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201102,.002082,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201103,.003622,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201104,.001314,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201105,.003512,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201106,.004387,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201107,.002899,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201108,.005112,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201109,.003175,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201110,.001736,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201111,.002371,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201112,.003501,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201113,.035162,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201201,.003116,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201202,.001811,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201203,.00412,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201204,.006958,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201205,.003696,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201206,.000815,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201207,.001223,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201208,.000694,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201209,.00169,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201210,.000789,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201211,.001394,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201212,.00184,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201213,.028146,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201301,.000032,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201302,.001337,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201303,.000035,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201304,.000177,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201305,.000659,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201306,.000197,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201307,.000017,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201308,.000554,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201309,.000202,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201310,.00018,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201311,.000011,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201312,.00001,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201313,.003411,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201401,.00001,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201402,.000015,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201403,.000025,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201404,.00002,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201405,.000026,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201406,.000893,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201407,.000143,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201408,.000014,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201409,.000146,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201410,.000568,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201411,.000025,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201412,.000016,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201413,.001901,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201501,.000028,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201502,.00002,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201503,.000027,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201504,.000047,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201505,.000034,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201506,.000157,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201507,.000234,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201508,.000033,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201509,.001561,"2","Coal Coke Imports","Quadrillion Btu"
CCIMBUS,201510,.000031,"2","Coal Coke Imports","Quadrillion Btu"
NGIMBUS,194913,0,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195013,0,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195113,0,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195213,.00808,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195313,.009548,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195413,.007087,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195513,.011269,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195613,.010743,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195713,.039269,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195813,.14055,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,195913,.13868,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196013,.161094,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196113,.22652,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196213,.415588,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196313,.418796,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196413,.457512,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196513,.470999,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196613,.495613,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196713,.582281,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196813,.672093,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,196913,.749486,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197013,.846224,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197113,.963519,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197213,1.047022,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197301,.095105,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197302,.086051,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197303,.093962,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197304,.090705,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197305,.088076,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197306,.081178,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197307,.081493,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197308,.086594,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197309,.083267,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197310,.094547,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197311,.088015,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197312,.090766,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197313,1.059759,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197401,.088132,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197402,.08105,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197403,.08749,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197404,.085622,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197405,.081917,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197406,.07625,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197407,.075225,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197408,.07809,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197409,.072415,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197410,.084856,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197411,.085351,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197412,.088788,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197413,.985186,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197501,.082925,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197502,.076433,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197503,.085547,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197504,.084268,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197505,.081893,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197506,.078291,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197507,.082118,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197508,.077269,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197509,.07552,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197510,.08256,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197511,.082861,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197512,.088099,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197513,.977786,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197601,.086505,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197602,.079975,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197603,.087032,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197604,.088089,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197605,.083691,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197606,.077679,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197607,.074936,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197608,.078452,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197609,.075978,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197610,.087388,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197611,.082949,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197612,.085188,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197613,.987862,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197701,.089205,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197702,.094137,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197703,.103448,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197704,.08667,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197705,.087925,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197706,.07823,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197707,.074384,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197708,.078441,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197709,.077408,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197710,.087034,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197711,.088543,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197712,.091864,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197713,1.037289,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197801,.08837,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197802,.079574,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197803,.08819,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197804,.080663,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197805,.076044,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197806,.070377,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197807,.073704,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197808,.075812,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197809,.075433,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197810,.082603,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197811,.093507,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197812,.110237,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197813,.994511,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197901,.10602,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197902,.100187,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197903,.117142,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197904,.109781,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197905,.108177,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197906,.104356,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197907,.107593,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197908,.100573,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197909,.10156,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197910,.111393,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197911,.118803,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197912,.114173,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,197913,1.299758,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198001,.120602,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198002,.110572,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198003,.111038,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198004,.078957,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198005,.071752,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198006,.062604,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198007,.061933,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198008,.061285,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198009,.061514,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198010,.075991,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198011,.090221,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198012,.099958,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198013,1.006432,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198101,.092425,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198102,.085892,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198103,.080937,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198104,.070308,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198105,.06325,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198106,.065832,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198107,.067111,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198108,.065352,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198109,.068258,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198110,.080313,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198111,.083087,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198112,.09384,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198113,.916604,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198201,.099842,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198202,.086873,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198203,.083118,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198204,.07288,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198205,.0665,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198206,.062315,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198207,.068042,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198208,.061904,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198209,.066694,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198210,.077899,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198211,.092162,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198212,.111907,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198213,.950136,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198301,.114799,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198302,.096945,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198303,.087974,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198304,.075411,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198305,.062602,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198306,.060279,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198307,.059488,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198308,.056843,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198309,.068471,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198310,.065778,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198311,.08243,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198312,.10943,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198313,.940449,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198401,.097826,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198402,.069245,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198403,.069507,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198404,.071571,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198405,.066297,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198406,.059588,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198407,.055736,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198408,.054375,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198409,.057115,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198410,.066151,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198411,.084925,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198412,.094941,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198413,.847275,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198501,.104101,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198502,.099696,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198503,.089733,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198504,.075664,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198505,.073586,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198506,.065553,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198507,.059616,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198508,.06064,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198509,.063395,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198510,.075954,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198511,.077232,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198512,.106445,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198513,.951614,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198601,.099117,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198602,.073959,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198603,.05452,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198604,.042385,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198605,.052023,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198606,.044293,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198607,.048237,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198608,.050429,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198609,.054315,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198610,.068422,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198611,.070272,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198612,.090225,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198613,.748198,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198701,.100679,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198702,.083827,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198703,.085693,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198704,.068418,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198705,.061361,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198706,.057651,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198707,.066145,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198708,.074627,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198709,.072764,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198710,.093001,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198711,.106985,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198712,.12039,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198713,.991539,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198801,.138141,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198802,.116456,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198803,.11204,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198804,.094911,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198805,.093557,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198806,.093352,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198807,.100043,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198808,.095625,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198809,.096052,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198810,.107098,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198811,.120926,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198812,.128199,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198813,1.2964,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198901,.119747,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198902,.110659,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198903,.113648,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198904,.110777,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198905,.108412,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198906,.104121,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198907,.101892,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198908,.108201,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198909,.11723,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198910,.123154,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198911,.123651,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198912,.145553,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,198913,1.387046,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199001,.141858,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199002,.118987,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199003,.117371,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199004,.12484,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199005,.124392,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199006,.118413,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199007,.121122,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199008,.119907,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199009,.120957,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199010,.143678,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199011,.141367,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199012,.157755,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199013,1.550646,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199101,.165736,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199102,.139929,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199103,.153608,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199104,.14597,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199105,.14327,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199106,.135129,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199107,.136747,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199108,.128919,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199109,.135809,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199110,.158828,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199111,.17108,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199112,.183113,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199113,1.798139,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199201,.166447,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199202,.177171,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199203,.182467,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199204,.178084,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199205,.176229,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199206,.164033,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199207,.169055,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199208,.176655,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199209,.167945,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199210,.178408,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199211,.212794,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199212,.21173,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199213,2.161016,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199301,.204071,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199302,.194525,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199303,.208503,"3","Natural Gas Imports","Quadrillion Btu"
NGIMBUS,199304,.192439,"3","Natural Gas Imports","Quadrillion Btu"
